"","LHS","RHS","support","confidence","coverage","lift","count","conviction","mutualInfo","improvement","Metric"
"13","{taxa=Bacteria NA Proteobacteria Gammaproteobacteria Oceanospirillales NA NA,device=membrane}","{Classification=Rare}",0.00159104012013247,0.919896640826873,0.00172958574857097,0.940647358637288,356,0.275394685643429,0.00640671839132564,0.0183649121616655,"Complexity"
"14","{taxa=Bacteria NA Proteobacteria Gammaproteobacteria Cellvibrionales Porticoccaceae NA,device=membrane,Sequencing_platform=Hiseq 2500 Rapid}","{Classification=Rare}",0.00116199559335517,0.915492957746479,0.0012692567250495,0.936144338760918,260,0.26104379978518,0.00693785667036468,-0.0640075515403525,"Complexity"
"15","{taxa=Eukaryota Bacillariophyta Bacillariophyta Coscinodiscophyceae NA NA NA,device=membrane}","{Classification=Rare}",0.0012647875112289,0.909967845659164,0.00138992549820561,0.930494593060754,283,0.245024009255103,0.00807848237666219,-0.0113804689475776,"Complexity"
"16","{taxa=Bacteria NA Proteobacteria Gammaproteobacteria Thiotrichales Thiotrichaceae NA,device=membrane,Sequencing_platform=Hiseq 2500 Rapid}","{Classification=Rare}",0.00107261131694324,0.909090909090909,0.00117987244863756,0.929597874853499,240,0.242660433603125,0.00807297966345893,-0.0704096001959224,"Complexity"
"17","{taxa=Eukaryota Bacillariophyta Bacillariophyta Coscinodiscophyceae Chaetocerotales Chaetocerotaceae Chaetoceros,Sequencing_strategy=MetaB16SV4V5 Sizing 500 bp,device=membrane,Sequencing_platform=Hiseq 2500 Rapid}","{Classification=Rare}",0.00133182571853785,0.908536585365854,0.00146590213315576,0.929031046881028,298,0.24118976430856,0.008420510704823,-0.0709639239209777,"Complexity"
"18","{taxa=Archaea NA Thaumarchaeota NA NA NA Candidatus_Nitrosopelagicus,device=membrane,Sequencing_platform=Hiseq 2500 Rapid}","{Classification=Rare}",0.00104132682019906,0.882575757575758,0.00117987244863756,0.902484603503606,233,0.187866142144355,0.013695885602107,-0.0969247517110738,"Complexity"
"19","{taxa=Bacteria NA Actinobacteria Actinobacteria Candidatus_Actinomarinales Candidatus_Actinomarinaceae Candidatus_Actinomarina,device=membrane,Sequencing_platform=Hiseq 2500 Rapid}","{Classification=Rare}",0.00101898075109607,0.863636363636364,0.00117987244863756,0.883117981110824,228,0.161773622402083,0.018265312142675,-0.115864145650468,"Complexity"
"20","{taxa=Eukaryota Bacillariophyta Bacillariophyta NA NA NA NA,device=membrane,Sequencing_platform=Hiseq 2500 Rapid}","{Classification=Rare}",0.00101898075109607,0.863636363636364,0.00117987244863756,0.883117981110824,228,0.161773622402083,0.018265312142675,-0.115864145650468,"Complexity"
"21","{taxa=Bacteria NA Proteobacteria Gammaproteobacteria Cellvibrionales NA NA,Sequencing_platform=Hiseq 2500 Rapid}","{Classification=Rare}",0.00118881087627875,0.858064516129032,0.00138545628438501,0.877420445748819,266,0.155423004993737,0.0201137188465808,-0.121435993157799,"Complexity"
"22","{taxa=Bacteria NA Proteobacteria Alphaproteobacteria Rickettsiales NA NA,Sequencing_platform=Hiseq 2500 Rapid}","{Classification=Rare}",0.00116646480717577,0.841935483870968,0.00138545628438501,0.860927580227225,261,0.139563514688254,0.0245068402378472,-0.137565025415864,"Complexity"
"23","{taxa=Bacteria NA Bacteroidetes Flavobacteriia Flavobacteriales Cryomorphaceae NA,device=membrane,Sequencing_platform=Hiseq 2500 Rapid}","{Classification=Rare}",0.00102344996491667,0.841911764705882,0.00121562615920233,0.860903326013223,229,0.13954257492611,0.0240880344094884,-0.137588744580949,"Complexity"
"24","{taxa=Bacteria NA Bacteroidetes Flavobacteriia Flavobacteriales Crocinitomicaceae Fluviicola}","{Classification=Rare}",0.00133182571853785,0.807588075880759,0.00164913989980023,0.825805375005358,298,0.114650064019914,0.035547085533867,0.807588075880759,"Complexity"
