"LHS","RHS","support","confidence","lift","itemset","conviction","dependence_p_adj","dependence_test","mutualInfo","improvement","key_item","LHSsize","Metric"
"{taxa=Bacteria NA Proteobacteria Alphaproteobacteria Rhodobacterales Rhodobacteraceae NA,Sequencing_platform=Hiseq 2500 Rapid}","{Classification=Undetermined}",0.00121115694538174,0.865814696485623,50.3060596683323,2082,7.32411845289438,0,"chisq",0.416792769970993,0.865814696485623,"Bacteria NA Proteobacteria Alphaproteobacteria Rhodobacterales Rhodobacteraceae NA",2,"Improvement"
"{taxa=Bacteria NA Proteobacteria Alphaproteobacteria Rickettsiales NA NA}","{Classification=Rare}",0.0018279084526241,0.883369330453564,0.903296077530431,2063,0.189144412050921,3.63854920029111e-40,"chisq",0.0145979705919934,0.883369330453564,"Bacteria NA Proteobacteria Alphaproteobacteria Rickettsiales NA NA",1,"Improvement"
"{taxa=Bacteria NA Proteobacteria Deltaproteobacteria NA NA NA,size_fraction=>20 µm,device=membrane,Sequencing_platform=Hiseq 2500 Rapid}","{Classification=Rare}",0.00103685760637846,0.931726907630522,0.952744488604872,2561,0.323114695011648,0.00251755585751833,"chisq",0.00411305884545085,-0.0477736016563093,"Bacteria NA Proteobacteria Deltaproteobacteria NA NA NA",4,"Improvement"
"{taxa=Bacteria NA Proteobacteria Gammaproteobacteria Cellvibrionales NA NA}","{Classification=Rare}",0.00181003159734171,0.9,0.920301896104964,1914,0.220600394184659,7.01753472782665e-26,"chisq",0.0106376228228817,0.9,"Bacteria NA Proteobacteria Gammaproteobacteria Cellvibrionales NA NA",1,"Improvement"
"{taxa=Bacteria NA Proteobacteria Gammaproteobacteria Cellvibrionales Porticoccaceae NA}","{Classification=Rare}",0.0016893628241856,0.933333333333333,0.95438715151626,1595,0.330900591276988,3.53436594348158e-06,"chisq",0.00413473340378556,0.933333333333333,"Bacteria NA Proteobacteria Gammaproteobacteria Cellvibrionales Porticoccaceae NA",1,"Improvement"
"{taxa=Bacteria NA Proteobacteria Gammaproteobacteria Chromatiales Ectothiorhodospiraceae NA}","{Classification=Rare}",0.00194410801195962,0.941558441558442,0.96279779895541,2031,0.377471785604861,0.000365645855382196,"chisq",0.00296650549707961,0.941558441558442,"Bacteria NA Proteobacteria Gammaproteobacteria Chromatiales Ectothiorhodospiraceae NA",1,"Improvement"
"{taxa=Bacteria NA Proteobacteria Gammaproteobacteria Oceanospirillales NA NA}","{Classification=Rare}",0.00184131609408589,0.901531728665208,0.921868176988197,1949,0.224031955871976,3.24605435185355e-25,"chisq",0.0103217946682705,0.901531728665208,"Bacteria NA Proteobacteria Gammaproteobacteria Oceanospirillales NA NA",1,"Improvement"
"{taxa=Bacteria NA Proteobacteria Gammaproteobacteria Thiotrichales Thiotrichaceae NA}","{Classification=Rare}",0.00193963879813902,0.941431670281996,0.962668168015316,2017,0.376654747107881,0.000340797696879511,"chisq",0.00298353399290862,0.941431670281996,"Bacteria NA Proteobacteria Gammaproteobacteria Thiotrichales Thiotrichaceae NA",1,"Improvement"
"{taxa=Eukaryota Bacillariophyta Bacillariophyta Bacillariophyceae NA NA NA}","{Classification=Rare}",0.00171617810710918,0.903529411764706,0.923910923148513,1735,0.228671140313366,5.21704761615162e-22,"chisq",0.00978344379930493,0.903529411764706,"Eukaryota Bacillariophyta Bacillariophyta Bacillariophyceae NA NA NA",1,"Improvement"
"{taxa=Eukaryota Bacillariophyta Bacillariophyta Coscinodiscophyceae Chaetocerotales Chaetocerotaceae Chaetoceros}","{Classification=Rare}",0.00635969126670927,0.921632124352332,0.942421990614108,2731,0.281493395554639,4.71787769830369e-48,"chisq",0.00756801882030262,0.921632124352332,"Eukaryota Bacillariophyta Bacillariophyta Coscinodiscophyceae Chaetocerotales Chaetocerotaceae Chaetoceros",1,"Improvement"
"{taxa=Eukaryota Bacillariophyta Bacillariophyta Coscinodiscophyceae Chaetocerotales Chaetocerotaceae NA}","{Classification=Rare}",0.00157763247867068,0.941333333333333,0.96256761281497,1355,0.376023399178396,0.00506143775093427,"chisq",0.0029120365672885,0.941333333333333,"Eukaryota Bacillariophyta Bacillariophyta Coscinodiscophyceae Chaetocerotales Chaetocerotaceae NA",1,"Improvement"
"{taxa=Eukaryota Bacillariophyta Bacillariophyta Coscinodiscophyceae NA NA NA}","{Classification=Rare}",0.00146590213315576,0.921348314606742,0.942131778784108,1122,0.280477644034781,1.28168874911991e-09,"chisq",0.00607096603799614,0.921348314606742,"Eukaryota Bacillariophyta Bacillariophyta Coscinodiscophyceae NA NA NA",1,"Improvement"
"{taxa=Eukaryota Bacillariophyta Bacillariophyta Coscinodiscophyceae Rhizosoleniales Rhizosoleniaceae Rhizosolenia,size_fraction=>20 µm,device=membrane}","{Classification=Rare}",0.00133182571853785,0.94006309148265,0.96126871727753,2432,0.36805434187651,0.0160993959107348,"chisq",0.00301929794059908,-0.0333121676932052,"Eukaryota Bacillariophyta Bacillariophyta Coscinodiscophyceae Rhizosoleniales Rhizosoleniaceae Rhizosolenia",3,"Improvement"
"{taxa=Eukaryota Bacillariophyta Bacillariophyta NA NA NA NA,Sequencing_platform=Hiseq 2500 Rapid}","{Classification=Rare}",0.00121562615920233,0.87741935483871,0.897211884374732,2040,0.179963479466432,6.53136321194277e-30,"chisq",0.0152200649061712,-0.102081154448122,"Eukaryota Bacillariophyta Bacillariophyta NA NA NA NA",2,"Improvement"
