"LHS","RHS","support","confidence","lift","itemset"
"{taxa=Bacteria NA Ignavibacteriae Ignavibacteria Ignavibacteriales NA NA,Sequencing_platform=Hiseq 2500 Rapid}","{Classification=Rare}",0.00109942659986682,1,1.02255766233885,73
"{taxa=Bacteria NA Ignavibacteriae Ignavibacteria Ignavibacteriales NA NA}","{Classification=Rare}",0.0011262418827904,1,1.02255766233885,74
"{taxa=Bacteria NA Planctomycetes Planctomycetia Planctomycetales Planctomycetaceae Rhodopirellula}","{Classification=Rare}",0.0011262418827904,1,1.02255766233885,76
"{taxa=Bacteria NA Cyanobacteria NA Pleurocapsales NA NA,Sequencing_platform=Hiseq 2500 Rapid}","{Classification=Rare}",0.00109495738604622,1,1.02255766233885,77
"{taxa=Bacteria NA Cyanobacteria NA Pleurocapsales NA NA,device=membrane}","{Classification=Rare}",0.00100557310963428,1,1.02255766233885,78
"{taxa=Bacteria NA Cyanobacteria NA Pleurocapsales NA NA}","{Classification=Rare}",0.001130711096611,1,1.02255766233885,79
"{taxa=Eukaryota Bacillariophyta Bacillariophyta Bacillariophyceae Naviculales Pleurosigmataceae Pleurosigma,device=membrane}","{Classification=Rare}",0.00100110389581369,0.991150442477876,1.01350847948629,82
"{taxa=Eukaryota Bacillariophyta Bacillariophyta Bacillariophyceae Naviculales Pleurosigmataceae Pleurosigma}","{Classification=Rare}",0.0011217726689698,0.992094861660079,1.01447420255751,83
"{taxa=Bacteria NA Planctomycetes Planctomycetia Planctomycetales Planctomycetaceae Fuerstia,Sequencing_platform=Hiseq 2500 Rapid}","{Classification=Rare}",0.00104132682019906,1,1.02255766233885,85
"{taxa=Bacteria NA Planctomycetes Planctomycetia Planctomycetales Planctomycetaceae Fuerstia}","{Classification=Rare}",0.00113518031043159,1,1.02255766233885,86
"{taxa=Bacteria NA Proteobacteria Betaproteobacteria Rhodocyclales NA NA,Sequencing_platform=Hiseq 2500 Rapid}","{Classification=Rare}",0.00109495738604622,1,1.02255766233885,88
"{taxa=Bacteria NA Proteobacteria Betaproteobacteria Rhodocyclales NA NA,device=membrane}","{Classification=Rare}",0.00101898075109607,1,1.02255766233885,89
"{taxa=Bacteria NA Proteobacteria Betaproteobacteria Rhodocyclales NA NA}","{Classification=Rare}",0.00113964952425219,1,1.02255766233885,90
"{taxa=Bacteria NA Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Caulobacter,Sequencing_platform=Hiseq 2500 Rapid}","{Classification=Rare}",0.0011217726689698,1,1.02255766233885,93
"{taxa=Bacteria NA Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Caulobacter,device=membrane}","{Classification=Rare}",0.00100557310963428,1,1.02255766233885,94
"{taxa=Bacteria NA Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Caulobacter}","{Classification=Rare}",0.00113964952425219,1,1.02255766233885,95
"{taxa=Bacteria NA Proteobacteria Alphaproteobacteria Holosporales Holosporaceae Candidatus_Bealeia,device=membrane}","{Classification=Rare}",0.00101004232345488,1,1.02255766233885,98
"{taxa=Bacteria NA Proteobacteria Alphaproteobacteria Holosporales Holosporaceae Candidatus_Bealeia}","{Classification=Rare}",0.00114858795189338,1,1.02255766233885,99
"{taxa=Bacteria NA Chlamydiae Chlamydiia Chlamydiales Chlamydiaceae NA,Sequencing_platform=Hiseq 2500 Rapid}","{Classification=Rare}",0.00108601895840503,1,1.02255766233885,101
"{taxa=Bacteria NA Chlamydiae Chlamydiia Chlamydiales Chlamydiaceae NA}","{Classification=Rare}",0.00114858795189338,1,1.02255766233885,102
"{taxa=Bacteria NA Bacteroidetes Bacteroidia Marinilabiliales Marinifilaceae Marinifilum,Sequencing_platform=Hiseq 2500 Rapid}","{Classification=Rare}",0.0011173034551492,1,1.02255766233885,104
"{taxa=Bacteria NA Bacteroidetes Bacteroidia Marinilabiliales Marinifilaceae Marinifilum}","{Classification=Rare}",0.00114858795189338,1,1.02255766233885,105
"{taxa=Archaea NA Thaumarchaeota Nitrososphaeria Nitrososphaerales Nitrososphaeraceae NA}","{Classification=Rare}",0.00115305716571398,1,1.02255766233885,107
"{taxa=Bacteria NA Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Chryseobacterium,Sequencing_platform=Hiseq 2500 Rapid}","{Classification=Rare}",0.00113518031043159,1,1.02255766233885,108
"{taxa=Bacteria NA Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Chryseobacterium}","{Classification=Rare}",0.00115305716571398,1,1.02255766233885,109
"{taxa=Eukaryota Hacrobia Picozoa Picomonadea Picomonadida NA NA}","{Classification=Rare}",0.00114858795189338,0.996124031007752,1.01859426054684,111
"{taxa=Bacteria NA Proteobacteria Deltaproteobacteria Myxococcales Kofleriaceae Haliangium,device=membrane}","{Classification=Rare}",0.00102344996491667,1,1.02255766233885,112
"{taxa=Bacteria NA Proteobacteria Deltaproteobacteria Myxococcales Kofleriaceae Haliangium}","{Classification=Rare}",0.00115752637953458,1,1.02255766233885,113
"{taxa=Bacteria NA Proteobacteria Alphaproteobacteria Rhizobiales Methylobacteriaceae NA,device=membrane}","{Classification=Rare}",0.00106814210312264,1,1.02255766233885,115
"{taxa=Bacteria NA Proteobacteria Alphaproteobacteria Rhizobiales Methylobacteriaceae NA}","{Classification=Rare}",0.00115752637953458,1,1.02255766233885,116
"{taxa=Bacteria NA Cyanobacteria NA Chroococcales NA NA,Sequencing_platform=Hiseq 2500 Rapid}","{Classification=Rare}",0.00113518031043159,1,1.02255766233885,118
"{taxa=Bacteria NA Cyanobacteria NA Chroococcales NA NA,device=membrane}","{Classification=Rare}",0.00101004232345488,1,1.02255766233885,119
"{taxa=Bacteria NA Cyanobacteria NA Chroococcales NA NA}","{Classification=Rare}",0.00115752637953458,1,1.02255766233885,120
"{taxa=Bacteria NA Proteobacteria Deltaproteobacteria Desulfovibrionales NA NA,Sequencing_platform=Hiseq 2500 Rapid}","{Classification=Rare}",0.00107708053076383,1,1.02255766233885,123
"{taxa=Bacteria NA Proteobacteria Deltaproteobacteria Desulfovibrionales NA NA,device=membrane}","{Classification=Rare}",0.00100557310963428,1,1.02255766233885,124
"{taxa=Bacteria NA Proteobacteria Deltaproteobacteria Desulfovibrionales NA NA}","{Classification=Rare}",0.00115752637953458,1,1.02255766233885,125
"{taxa=Bacteria NA Actinobacteria Actinobacteria Corynebacteriales Mycobacteriaceae Mycobacterium,Sequencing_platform=Hiseq 2500 Rapid}","{Classification=Rare}",0.0011173034551492,1,1.02255766233885,128
"{taxa=Bacteria NA Actinobacteria Actinobacteria Corynebacteriales Mycobacteriaceae Mycobacterium,device=membrane}","{Classification=Rare}",0.00102791917873727,1,1.02255766233885,129
"{taxa=Bacteria NA Actinobacteria Actinobacteria Corynebacteriales Mycobacteriaceae Mycobacterium}","{Classification=Rare}",0.00116199559335517,1,1.02255766233885,130
"{taxa=Bacteria NA Planctomycetes Planctomycetia Planctomycetales Planctomycetaceae Pirellula}","{Classification=Rare}",0.00116646480717577,1,1.02255766233885,133
"{taxa=Eukaryota Bacillariophyta Bacillariophyta Fragilariophyceae NA NA NA,device=membrane}","{Classification=Rare}",0.00100557310963428,0.974025974025974,0.995997723057321,134
"{taxa=Eukaryota Bacillariophyta Bacillariophyta Fragilariophyceae NA NA NA}","{Classification=Rare}",0.00114411873807279,0.977099236641221,0.999140311292921,135
"{taxa=Bacteria NA Proteobacteria Deltaproteobacteria Syntrophobacterales NA NA,Sequencing_platform=Hiseq 2500 Rapid}","{Classification=Rare}",0.00105920367548145,1,1.02255766233885,137
"{taxa=Bacteria NA Proteobacteria Deltaproteobacteria Syntrophobacterales NA NA,device=membrane}","{Classification=Rare}",0.00101004232345488,1,1.02255766233885,138
"{taxa=Bacteria NA Proteobacteria Deltaproteobacteria Syntrophobacterales NA NA}","{Classification=Rare}",0.00117093402099637,1,1.02255766233885,139
"{taxa=Bacteria NA Proteobacteria Gammaproteobacteria Arenicellales Arenicellaceae Arenicella,Sequencing_platform=Hiseq 2500 Rapid}","{Classification=Rare}",0.00105473446166085,1,1.02255766233885,142
"{taxa=Bacteria NA Proteobacteria Gammaproteobacteria Arenicellales Arenicellaceae Arenicella,device=membrane}","{Classification=Rare}",0.00104579603401966,1,1.02255766233885,143
"{taxa=Bacteria NA Proteobacteria Gammaproteobacteria Arenicellales Arenicellaceae Arenicella}","{Classification=Rare}",0.00117540323481696,1,1.02255766233885,144
"{taxa=Bacteria NA Proteobacteria Alphaproteobacteria Rickettsiales Rickettsiaceae Candidatus_Cryptoprodotis,Sequencing_platform=Hiseq 2500 Rapid}","{Classification=Rare}",0.0011173034551492,1,1.02255766233885,147
"{taxa=Bacteria NA Proteobacteria Alphaproteobacteria Rickettsiales Rickettsiaceae Candidatus_Cryptoprodotis}","{Classification=Rare}",0.00117987244863756,1,1.02255766233885,148
"{taxa=Bacteria NA Firmicutes Bacilli Bacillales Staphylococcaceae Staphylococcus,device=membrane,Sequencing_platform=Hiseq 2500 Rapid}","{Classification=Rare}",0.00101451153727548,1,1.02255766233885,150
"{taxa=Bacteria NA Firmicutes Bacilli Bacillales Staphylococcaceae Staphylococcus,Sequencing_platform=Hiseq 2500 Rapid}","{Classification=Rare}",0.00114858795189338,1,1.02255766233885,151
"{taxa=Bacteria NA Firmicutes Bacilli Bacillales Staphylococcaceae Staphylococcus,device=membrane}","{Classification=Rare}",0.00105026524784025,1,1.02255766233885,153
"{taxa=Bacteria NA Firmicutes Bacilli Bacillales Staphylococcaceae Staphylococcus}","{Classification=Rare}",0.00118434166245816,1,1.02255766233885,154
"{taxa=Eukaryota Bacillariophyta Bacillariophyta Mediophyceae NA NA NA,device=membrane}","{Classification=Rare}",0.00101004232345488,0.978354978354978,1.00042437960424,157
"{taxa=Eukaryota Bacillariophyta Bacillariophyta Mediophyceae NA NA NA}","{Classification=Rare}",0.00116646480717577,0.981203007518797,1.00333665364827,158
"{taxa=Bacteria NA Tenericutes Mollicutes NA NA NA,Sequencing_platform=Hiseq 2500 Rapid}","{Classification=Rare}",0.00114411873807279,1,1.02255766233885,160
"{taxa=Bacteria NA Tenericutes Mollicutes NA NA NA,device=membrane}","{Classification=Rare}",0.00101898075109607,1,1.02255766233885,161
"{taxa=Bacteria NA Tenericutes Mollicutes NA NA NA}","{Classification=Rare}",0.00118881087627875,1,1.02255766233885,162
"{taxa=Archaea NA Euryarchaeota NA NA NA NA}","{Classification=Rare}",0.00117540323481696,0.988721804511278,1.0110250571245,165
"{taxa=Bacteria NA Chloroflexi Anaerolineae Anaerolineales NA NA,device=membrane}","{Classification=Rare}",0.00106367288930204,1,1.02255766233885,166
"{taxa=Bacteria NA Chloroflexi Anaerolineae Anaerolineales NA NA}","{Classification=Rare}",0.00119328009009935,1,1.02255766233885,167
"{taxa=Bacteria NA Bacteroidetes Bacteroidia Bacteroidales Rikenellaceae Alistipes,Sequencing_platform=Hiseq 2500 Rapid}","{Classification=Rare}",0.00117093402099637,1,1.02255766233885,169
"{taxa=Bacteria NA Bacteroidetes Bacteroidia Bacteroidales Rikenellaceae Alistipes,device=membrane}","{Classification=Rare}",0.00100110389581369,1,1.02255766233885,170
"{taxa=Bacteria NA Bacteroidetes Bacteroidia Bacteroidales Rikenellaceae Alistipes}","{Classification=Rare}",0.00119328009009935,1,1.02255766233885,171
"{taxa=Bacteria NA Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Eudoraea,Sequencing_platform=Hiseq 2500 Rapid}","{Classification=Rare}",0.00118434166245816,1,1.02255766233885,174
"{taxa=Bacteria NA Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Eudoraea,device=membrane}","{Classification=Rare}",0.00101004232345488,1,1.02255766233885,175
"{taxa=Bacteria NA Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Eudoraea}","{Classification=Rare}",0.00120221851774054,1,1.02255766233885,176
"{taxa=Bacteria NA Proteobacteria Alphaproteobacteria Rhodospirillales Geminicoccaceae NA,device=membrane}","{Classification=Rare}",0.00110836502750801,1,1.02255766233885,179
"{taxa=Bacteria NA Proteobacteria Alphaproteobacteria Rhodospirillales Geminicoccaceae NA}","{Classification=Rare}",0.00120668773156114,1,1.02255766233885,180
"{taxa=Bacteria NA Spirochaetes Spirochaetia Spirochaetales NA NA,device=membrane,Sequencing_platform=Hiseq 2500 Rapid}","{Classification=Rare}",0.00100557310963428,1,1.02255766233885,182
"{taxa=Bacteria NA Spirochaetes Spirochaetia Spirochaetales NA NA,Sequencing_platform=Hiseq 2500 Rapid}","{Classification=Rare}",0.00117540323481696,1,1.02255766233885,183
"{taxa=Bacteria NA Spirochaetes Spirochaetia Spirochaetales NA NA,device=membrane}","{Classification=Rare}",0.00103238839255787,1,1.02255766233885,185
"{taxa=Bacteria NA Spirochaetes Spirochaetia Spirochaetales NA NA}","{Classification=Rare}",0.00120668773156114,1,1.02255766233885,186
"{taxa=Eukaryota Haptophyta Haptista Haptophyta Prymnesiales Chrysochromulinaceae Chrysochromulina}","{Classification=Rare}",0.00120221851774054,0.992619926199262,1.01501111132528,189
"{taxa=Bacteria NA Proteobacteria Gammaproteobacteria Arenicellales NA NA,device=membrane,Sequencing_platform=Hiseq 2500 Rapid}","{Classification=Rare}",0.00101898075109607,1,1.02255766233885,191
"{taxa=Bacteria NA Proteobacteria Gammaproteobacteria Arenicellales NA NA,Sequencing_platform=Hiseq 2500 Rapid}","{Classification=Rare}",0.00118434166245816,1,1.02255766233885,192
"{taxa=Bacteria NA Proteobacteria Gammaproteobacteria Arenicellales NA NA,device=membrane}","{Classification=Rare}",0.00105026524784025,1,1.02255766233885,194
"{taxa=Bacteria NA Proteobacteria Gammaproteobacteria Arenicellales NA NA}","{Classification=Rare}",0.00121562615920233,1,1.02255766233885,195
"{taxa=Bacteria NA Elusimicrobia Elusimicrobia NA NA NA,Sequencing_platform=Hiseq 2500 Rapid}","{Classification=Rare}",0.00118434166245816,1,1.02255766233885,198
"{taxa=Bacteria NA Elusimicrobia Elusimicrobia NA NA NA,device=membrane}","{Classification=Rare}",0.00100557310963428,1,1.02255766233885,199
"{taxa=Bacteria NA Elusimicrobia Elusimicrobia NA NA NA}","{Classification=Rare}",0.00122009537302293,1,1.02255766233885,200
"{taxa=Bacteria NA Proteobacteria Alphaproteobacteria Kordiimonadales Kordiimonadaceae Kordiimonas,Sequencing_platform=Hiseq 2500 Rapid}","{Classification=Rare}",0.00114858795189338,1,1.02255766233885,203
"{taxa=Bacteria NA Proteobacteria Alphaproteobacteria Kordiimonadales Kordiimonadaceae Kordiimonas,device=membrane}","{Classification=Rare}",0.00103685760637846,1,1.02255766233885,204
"{taxa=Bacteria NA Proteobacteria Alphaproteobacteria Kordiimonadales Kordiimonadaceae Kordiimonas}","{Classification=Rare}",0.00122009537302293,1,1.02255766233885,205
"{taxa=Bacteria NA Proteobacteria Alphaproteobacteria Rhizobiales Bradyrhizobiaceae Bradyrhizobium,Sequencing_platform=Hiseq 2500 Rapid}","{Classification=Rare}",0.00109942659986682,1,1.02255766233885,208
"{taxa=Bacteria NA Proteobacteria Alphaproteobacteria Rhizobiales Bradyrhizobiaceae Bradyrhizobium,device=membrane}","{Classification=Rare}",0.00106814210312264,1,1.02255766233885,209
"{taxa=Bacteria NA Proteobacteria Alphaproteobacteria Rhizobiales Bradyrhizobiaceae Bradyrhizobium}","{Classification=Rare}",0.00122456458684353,1,1.02255766233885,210
"{taxa=Bacteria NA Proteobacteria Alphaproteobacteria Rhodospirillales Acetobacteraceae NA,Sequencing_platform=Hiseq 2500 Rapid}","{Classification=Rare}",0.00104579603401966,1,1.02255766233885,213
"{taxa=Bacteria NA Proteobacteria Alphaproteobacteria Rhodospirillales Acetobacteraceae NA,device=membrane}","{Classification=Rare}",0.00110389581368741,1,1.02255766233885,214
"{taxa=Bacteria NA Proteobacteria Alphaproteobacteria Rhodospirillales Acetobacteraceae NA}","{Classification=Rare}",0.00122903380066413,1,1.02255766233885,215
"{taxa=Bacteria NA Bacteroidetes Cytophagia Cytophagales Flammeovirgaceae NA,device=membrane,Sequencing_platform=Hiseq 2500 Rapid}","{Classification=Rare}",0.00105026524784025,1,1.02255766233885,218
"{taxa=Bacteria NA Bacteroidetes Cytophagia Cytophagales Flammeovirgaceae NA,Sequencing_platform=Hiseq 2500 Rapid}","{Classification=Rare}",0.00120221851774054,1,1.02255766233885,219
"{taxa=Bacteria NA Bacteroidetes Cytophagia Cytophagales Flammeovirgaceae NA,device=membrane}","{Classification=Rare}",0.00107708053076383,1,1.02255766233885,221
"{taxa=Bacteria NA Bacteroidetes Cytophagia Cytophagales Flammeovirgaceae NA}","{Classification=Rare}",0.00122903380066413,1,1.02255766233885,222
"{taxa=Bacteria NA Proteobacteria Gammaproteobacteria Xanthomonadales NA NA,device=membrane,Sequencing_platform=Hiseq 2500 Rapid}","{Classification=Rare}",0.00106367288930204,1,1.02255766233885,225
"{taxa=Bacteria NA Proteobacteria Gammaproteobacteria Xanthomonadales NA NA,Sequencing_platform=Hiseq 2500 Rapid}","{Classification=Rare}",0.00121115694538174,1,1.02255766233885,226
"{taxa=Bacteria NA Proteobacteria Gammaproteobacteria Xanthomonadales NA NA,device=membrane}","{Classification=Rare}",0.00109048817222562,1,1.02255766233885,228
"{taxa=Bacteria NA Proteobacteria Gammaproteobacteria Xanthomonadales NA NA}","{Classification=Rare}",0.00123797222830532,1,1.02255766233885,229
"{taxa=Eukaryota Bacillariophyta Bacillariophyta Coscinodiscophyceae Coscinodiscales Hemidiscaceae Hemidiscus,device=membrane}","{Classification=Rare}",0.00109942659986682,0.991935483870968,1.01431122957805,232
"{taxa=Eukaryota Bacillariophyta Bacillariophyta Coscinodiscophyceae Coscinodiscales Hemidiscaceae Hemidiscus}","{Classification=Rare}",0.00123350301448472,0.992805755395683,1.01520113239397,233
"{taxa=Bacteria NA Candidatus_Kaiserbacteria NA NA NA NA,Sequencing_platform=Hiseq 2500 Rapid}","{Classification=Rare}",0.00114858795189338,1,1.02255766233885,235
